=== Found JODA query file, executing JODA queries ===
= File:'NoBench_extra.json' =
= File:'NoBench.json' =
0.12.3: Pulling from nicotin/joda
Digest: sha256:6c0c6b4a19967ae02ef348535acdb3eb8496453a8b868763c34370e10be0192f
Status: Image is up to date for nicotin/joda:0.12.3
fd7ead60f0970b453e0744b00a5b14a172654cd30b2b5c42ed1d72252d1fcf73
0
JODA: 198.246 s
joda-benchmark
=== Found MongoDB query file, executing MongoDB queries ===
= File:'NoBench_extra.json' =
= File:'NoBench.json' =
5.0.3-focal: Pulling from library/mongo
Digest: sha256:f7c401402aa3e689fc42c7109247ab2d5a3e3b4b8a3ace4c2bf7a5fc74ca4917
Status: Image is up to date for mongo:5.0.3-focal
11e33b958cc78f55766de31dfd3ae5153340cb6479805c406fb8502f6d1ead04
2021-11-10T08:06:04.429+0000	connected to: mongodb://localhost/
2021-11-10T08:08:30.520+0000	[........................] benchmark.NoBench	718MB/29.7GB (2.4%)
2021-11-10T08:08:33.524+0000	[........................] benchmark.NoBench	733MB/29.7GB (2.4%)
2021-11-10T08:08:36.520+0000	[........................] benchmark.NoBench	749MB/29.7GB (2.5%)
2021-11-10T08:08:39.519+0000	[........................] benchmark.NoBench	765MB/29.7GB (2.5%)
2021-11-10T08:08:42.520+0000	[........................] benchmark.NoBench	780MB/29.7GB (2.6%)
2021-11-10T08:08:45.519+0000	[........................] benchmark.NoBench	796MB/29.7GB (2.6%)
2021-11-10T08:08:48.521+0000	[........................] benchmark.NoBench	812MB/29.7GB (2.7%)
2021-11-10T08:08:51.530+0000	[........................] benchmark.NoBench	827MB/29.7GB (2.7%)
2021-11-10T08:08:54.521+0000	[........................] benchmark.NoBench	841MB/29.7GB (2.8%)
2021-11-10T08:08:57.519+0000	[........................] benchmark.NoBench	857MB/29.7GB (2.8%)
2021-11-10T08:09:00.519+0000	[........................] benchmark.NoBench	872MB/29.7GB (2.9%)
2021-11-10T08:09:03.523+0000	[........................] benchmark.NoBench	888MB/29.7GB (2.9%)
2021-11-10T08:09:06.519+0000	[........................] benchmark.NoBench	902MB/29.7GB (3.0%)
2021-11-10T08:09:09.519+0000	[........................] benchmark.NoBench	920MB/29.7GB (3.0%)
2021-11-10T08:09:12.520+0000	[........................] benchmark.NoBench	936MB/29.7GB (3.1%)
2021-11-10T08:09:15.519+0000	[........................] benchmark.NoBench	951MB/29.7GB (3.1%)
2021-11-10T08:09:18.520+0000	[........................] benchmark.NoBench	966MB/29.7GB (3.2%)
2021-11-10T08:09:21.519+0000	[........................] benchmark.NoBench	982MB/29.7GB (3.2%)
2021-11-10T08:09:24.532+0000	[........................] benchmark.NoBench	997MB/29.7GB (3.3%)
2021-11-10T08:09:27.520+0000	[........................] benchmark.NoBench	1013MB/29.7GB (3.3%)
2021-11-10T08:09:30.521+0000	[........................] benchmark.NoBench	1.00GB/29.7GB (3.4%)
2021-11-10T08:09:33.520+0000	[........................] benchmark.NoBench	1.02GB/29.7GB (3.4%)
2021-11-10T08:09:36.520+0000	[........................] benchmark.NoBench	1.03GB/29.7GB (3.5%)
2021-11-10T08:09:39.519+0000	[........................] benchmark.NoBench	1.05GB/29.7GB (3.5%)
2021-11-10T08:09:42.520+0000	[........................] benchmark.NoBench	1.07GB/29.7GB (3.6%)
2021-11-10T08:09:45.519+0000	[........................] benchmark.NoBench	1.08GB/29.7GB (3.6%)
2021-11-10T08:09:48.519+0000	[........................] benchmark.NoBench	1.10GB/29.7GB (3.7%)
2021-11-10T08:09:51.520+0000	[........................] benchmark.NoBench	1.11GB/29.7GB (3.7%)
2021-11-10T08:09:54.519+0000	[........................] benchmark.NoBench	1.13GB/29.7GB (3.8%)
2021-11-10T08:09:57.519+0000	[........................] benchmark.NoBench	1.14GB/29.7GB (3.8%)
2021-11-10T08:10:00.519+0000	[........................] benchmark.NoBench	1.16GB/29.7GB (3.9%)
2021-11-10T08:10:03.520+0000	[........................] benchmark.NoBench	1.17GB/29.7GB (3.9%)
2021-11-10T08:10:06.519+0000	[........................] benchmark.NoBench	1.19GB/29.7GB (4.0%)
2021-11-10T08:10:09.520+0000	[........................] benchmark.NoBench	1.20GB/29.7GB (4.1%)
2021-11-10T08:10:12.523+0000	[........................] benchmark.NoBench	1.22GB/29.7GB (4.1%)
2021-11-10T08:10:15.519+0000	[........................] benchmark.NoBench	1.23GB/29.7GB (4.2%)
2021-11-10T08:10:18.520+0000	[#.......................] benchmark.NoBench	1.25GB/29.7GB (4.2%)
2021-11-10T08:10:21.519+0000	[#.......................] benchmark.NoBench	1.26GB/29.7GB (4.3%)
2021-11-10T08:10:24.527+0000	[#.......................] benchmark.NoBench	1.28GB/29.7GB (4.3%)
2021-11-10T08:10:27.520+0000	[#.......................] benchmark.NoBench	1.29GB/29.7GB (4.4%)
2021-11-10T08:10:30.519+0000	[#.......................] benchmark.NoBench	1.31GB/29.7GB (4.4%)
2021-11-10T08:10:33.519+0000	[#.......................] benchmark.NoBench	1.33GB/29.7GB (4.5%)
2021-11-10T08:10:36.519+0000	[#.......................] benchmark.NoBench	1.34GB/29.7GB (4.5%)
2021-11-10T08:10:39.519+0000	[#.......................] benchmark.NoBench	1.36GB/29.7GB (4.6%)
2021-11-10T08:10:42.521+0000	[#.......................] benchmark.NoBench	1.37GB/29.7GB (4.6%)
2021-11-10T08:10:45.520+0000	[#.......................] benchmark.NoBench	1.39GB/29.7GB (4.7%)
2021-11-10T08:10:48.519+0000	[#.......................] benchmark.NoBench	1.40GB/29.7GB (4.7%)
2021-11-10T08:10:51.523+0000	[#.......................] benchmark.NoBench	1.42GB/29.7GB (4.8%)
2021-11-10T08:10:54.520+0000	[#.......................] benchmark.NoBench	1.43GB/29.7GB (4.8%)
2021-11-10T08:10:57.519+0000	[#.......................] benchmark.NoBench	1.45GB/29.7GB (4.9%)
2021-11-10T08:11:00.520+0000	[#.......................] benchmark.NoBench	1.47GB/29.7GB (4.9%)
2021-11-10T08:11:03.519+0000	[#.......................] benchmark.NoBench	1.48GB/29.7GB (5.0%)
2021-11-10T08:11:06.520+0000	[#.......................] benchmark.NoBench	1.50GB/29.7GB (5.0%)
2021-11-10T08:11:09.519+0000	[#.......................] benchmark.NoBench	1.51GB/29.7GB (5.1%)
2021-11-10T08:11:12.520+0000	[#.......................] benchmark.NoBench	1.53GB/29.7GB (5.1%)
2021-11-10T08:11:15.520+0000	[#.......................] benchmark.NoBench	1.54GB/29.7GB (5.2%)
2021-11-10T08:11:18.520+0000	[#.......................] benchmark.NoBench	1.56GB/29.7GB (5.3%)
2021-11-10T08:11:21.525+0000	[#.......................] benchmark.NoBench	1.57GB/29.7GB (5.3%)
2021-11-10T08:11:24.520+0000	[#.......................] benchmark.NoBench	1.59GB/29.7GB (5.4%)
2021-11-10T08:11:27.519+0000	[#.......................] benchmark.NoBench	1.61GB/29.7GB (5.4%)
2021-11-10T08:11:30.519+0000	[#.......................] benchmark.NoBench	1.62GB/29.7GB (5.5%)
2021-11-10T08:11:33.521+0000	[#.......................] benchmark.NoBench	1.64GB/29.7GB (5.5%)
2021-11-10T08:11:36.519+0000	[#.......................] benchmark.NoBench	1.65GB/29.7GB (5.6%)
2021-11-10T08:11:39.522+0000	[#.......................] benchmark.NoBench	1.67GB/29.7GB (5.6%)
2021-11-10T08:11:42.522+0000	[#.......................] benchmark.NoBench	1.68GB/29.7GB (5.7%)
2021-11-10T08:11:45.520+0000	[#.......................] benchmark.NoBench	1.70GB/29.7GB (5.7%)
2021-11-10T08:11:48.519+0000	[#.......................] benchmark.NoBench	1.71GB/29.7GB (5.8%)
2021-11-10T08:11:51.519+0000	[#.......................] benchmark.NoBench	1.73GB/29.7GB (5.8%)
2021-11-10T08:11:54.521+0000	[#.......................] benchmark.NoBench	1.74GB/29.7GB (5.9%)
2021-11-10T08:11:57.519+0000	[#.......................] benchmark.NoBench	1.76GB/29.7GB (5.9%)
2021-11-10T08:12:00.520+0000	[#.......................] benchmark.NoBench	1.77GB/29.7GB (6.0%)
2021-11-10T08:12:03.519+0000	[#.......................] benchmark.NoBench	1.79GB/29.7GB (6.0%)
2021-11-10T08:12:06.520+0000	[#.......................] benchmark.NoBench	1.80GB/29.7GB (6.1%)
2021-11-10T08:12:09.520+0000	[#.......................] benchmark.NoBench	1.82GB/29.7GB (6.1%)
2021-11-10T08:12:12.519+0000	[#.......................] benchmark.NoBench	1.84GB/29.7GB (6.2%)
2021-11-10T08:12:15.520+0000	[#.......................] benchmark.NoBench	1.85GB/29.7GB (6.2%)
2021-11-10T08:12:18.519+0000	[#.......................] benchmark.NoBench	1.87GB/29.7GB (6.3%)
2021-11-10T08:12:21.520+0000	[#.......................] benchmark.NoBench	1.88GB/29.7GB (6.3%)
2021-11-10T08:12:24.521+0000	[#.......................] benchmark.NoBench	1.90GB/29.7GB (6.4%)
2021-11-10T08:12:27.524+0000	[#.......................] benchmark.NoBench	1.91GB/29.7GB (6.4%)
2021-11-10T08:12:30.519+0000	[#.......................] benchmark.NoBench	1.93GB/29.7GB (6.5%)
2021-11-10T08:12:33.520+0000	[#.......................] benchmark.NoBench	1.94GB/29.7GB (6.5%)
2021-11-10T08:12:36.520+0000	[#.......................] benchmark.NoBench	1.96GB/29.7GB (6.6%)
2021-11-10T08:12:39.520+0000	[#.......................] benchmark.NoBench	1.98GB/29.7GB (6.7%)
2021-11-10T08:12:42.520+0000	[#.......................] benchmark.NoBench	1.99GB/29.7GB (6.7%)
2021-11-10T08:12:45.519+0000	[#.......................] benchmark.NoBench	2.01GB/29.7GB (6.8%)
2021-11-10T08:12:48.520+0000	[#.......................] benchmark.NoBench	2.02GB/29.7GB (6.8%)
2021-11-10T08:12:51.521+0000	[#.......................] benchmark.NoBench	2.04GB/29.7GB (6.9%)
2021-11-10T08:12:54.520+0000	[#.......................] benchmark.NoBench	2.05GB/29.7GB (6.9%)
2021-11-10T08:12:57.520+0000	[#.......................] benchmark.NoBench	2.07GB/29.7GB (7.0%)
2021-11-10T08:13:00.520+0000	[#.......................] benchmark.NoBench	2.09GB/29.7GB (7.0%)
2021-11-10T08:13:03.525+0000	[#.......................] benchmark.NoBench	2.10GB/29.7GB (7.1%)
2021-11-10T08:13:06.526+0000	[#.......................] benchmark.NoBench	2.12GB/29.7GB (7.1%)
2021-11-10T08:13:09.520+0000	[#.......................] benchmark.NoBench	2.13GB/29.7GB (7.2%)
2021-11-10T08:13:12.523+0000	[#.......................] benchmark.NoBench	2.15GB/29.7GB (7.2%)
2021-11-10T08:13:15.519+0000	[#.......................] benchmark.NoBench	2.16GB/29.7GB (7.3%)
2021-11-10T08:13:18.519+0000	[#.......................] benchmark.NoBench	2.18GB/29.7GB (7.4%)
2021-11-10T08:13:21.520+0000	[#.......................] benchmark.NoBench	2.20GB/29.7GB (7.4%)
2021-11-10T08:13:24.520+0000	[#.......................] benchmark.NoBench	2.21GB/29.7GB (7.5%)
2021-11-10T08:13:27.520+0000	[#.......................] benchmark.NoBench	2.23GB/29.7GB (7.5%)
2021-11-10T08:13:30.519+0000	[#.......................] benchmark.NoBench	2.24GB/29.7GB (7.6%)
2021-11-10T08:13:33.526+0000	[#.......................] benchmark.NoBench	2.26GB/29.7GB (7.6%)
2021-11-10T08:13:36.521+0000	[#.......................] benchmark.NoBench	2.28GB/29.7GB (7.7%)
2021-11-10T08:13:39.522+0000	[#.......................] benchmark.NoBench	2.29GB/29.7GB (7.7%)
2021-11-10T08:13:42.524+0000	[#.......................] benchmark.NoBench	2.31GB/29.7GB (7.8%)
2021-11-10T08:13:45.519+0000	[#.......................] benchmark.NoBench	2.32GB/29.7GB (7.8%)
2021-11-10T08:13:48.523+0000	[#.......................] benchmark.NoBench	2.34GB/29.7GB (7.9%)
2021-11-10T08:13:51.519+0000	[#.......................] benchmark.NoBench	2.35GB/29.7GB (7.9%)
2021-11-10T08:13:54.519+0000	[#.......................] benchmark.NoBench	2.37GB/29.7GB (8.0%)
2021-11-10T08:13:57.519+0000	[#.......................] benchmark.NoBench	2.38GB/29.7GB (8.0%)
2021-11-10T08:14:00.520+0000	[#.......................] benchmark.NoBench	2.40GB/29.7GB (8.1%)
2021-11-10T08:14:03.519+0000	[#.......................] benchmark.NoBench	2.42GB/29.7GB (8.1%)
2021-11-10T08:14:06.519+0000	[#.......................] benchmark.NoBench	2.43GB/29.7GB (8.2%)
2021-11-10T08:14:09.522+0000	[#.......................] benchmark.NoBench	2.45GB/29.7GB (8.2%)
2021-11-10T08:14:12.519+0000	[#.......................] benchmark.NoBench	2.46GB/29.7GB (8.3%)
2021-11-10T08:14:15.520+0000	[##......................] benchmark.NoBench	2.48GB/29.7GB (8.4%)
2021-11-10T08:14:18.520+0000	[##......................] benchmark.NoBench	2.50GB/29.7GB (8.4%)
2021-11-10T08:14:21.519+0000	[##......................] benchmark.NoBench	2.51GB/29.7GB (8.5%)
2021-11-10T08:14:24.526+0000	[##......................] benchmark.NoBench	2.53GB/29.7GB (8.5%)
2021-11-10T08:14:27.519+0000	[##......................] benchmark.NoBench	2.54GB/29.7GB (8.6%)
2021-11-10T08:14:30.520+0000	[##......................] benchmark.NoBench	2.56GB/29.7GB (8.6%)
2021-11-10T08:14:33.519+0000	[##......................] benchmark.NoBench	2.58GB/29.7GB (8.7%)
2021-11-10T08:14:36.520+0000	[##......................] benchmark.NoBench	2.59GB/29.7GB (8.7%)
2021-11-10T08:14:39.520+0000	[##......................] benchmark.NoBench	2.61GB/29.7GB (8.8%)
2021-11-10T08:14:42.520+0000	[##......................] benchmark.NoBench	2.62GB/29.7GB (8.8%)
2021-11-10T08:14:45.519+0000	[##......................] benchmark.NoBench	2.64GB/29.7GB (8.9%)
2021-11-10T08:14:48.521+0000	[##......................] benchmark.NoBench	2.66GB/29.7GB (8.9%)
2021-11-10T08:14:51.520+0000	[##......................] benchmark.NoBench	2.67GB/29.7GB (9.0%)
2021-11-10T08:14:54.519+0000	[##......................] benchmark.NoBench	2.69GB/29.7GB (9.1%)
2021-11-10T08:14:57.520+0000	[##......................] benchmark.NoBench	2.70GB/29.7GB (9.1%)
2021-11-10T08:15:00.520+0000	[##......................] benchmark.NoBench	2.72GB/29.7GB (9.2%)
2021-11-10T08:15:03.520+0000	[##......................] benchmark.NoBench	2.74GB/29.7GB (9.2%)
2021-11-10T08:15:06.520+0000	[##......................] benchmark.NoBench	2.75GB/29.7GB (9.3%)
2021-11-10T08:15:09.519+0000	[##......................] benchmark.NoBench	2.77GB/29.7GB (9.3%)
2021-11-10T08:15:12.519+0000	[##......................] benchmark.NoBench	2.78GB/29.7GB (9.4%)
2021-11-10T08:15:15.519+0000	[##......................] benchmark.NoBench	2.80GB/29.7GB (9.4%)
2021-11-10T08:15:18.519+0000	[##......................] benchmark.NoBench	2.82GB/29.7GB (9.5%)
2021-11-10T08:15:21.520+0000	[##......................] benchmark.NoBench	2.83GB/29.7GB (9.5%)
2021-11-10T08:15:24.520+0000	[##......................] benchmark.NoBench	2.85GB/29.7GB (9.6%)
2021-11-10T08:15:27.519+0000	[##......................] benchmark.NoBench	2.86GB/29.7GB (9.6%)
2021-11-10T08:15:30.519+0000	[##......................] benchmark.NoBench	2.88GB/29.7GB (9.7%)
2021-11-10T08:15:33.519+0000	[##......................] benchmark.NoBench	2.89GB/29.7GB (9.7%)
2021-11-10T08:15:36.520+0000	[##......................] benchmark.NoBench	2.91GB/29.7GB (9.8%)
2021-11-10T08:15:39.520+0000	[##......................] benchmark.NoBench	2.92GB/29.7GB (9.9%)
2021-11-10T08:15:42.519+0000	[##......................] benchmark.NoBench	2.94GB/29.7GB (9.9%)
2021-11-10T08:15:45.520+0000	[##......................] benchmark.NoBench	2.95GB/29.7GB (10.0%)
2021-11-10T08:15:48.519+0000	[##......................] benchmark.NoBench	2.97GB/29.7GB (10.0%)
2021-11-10T08:15:51.519+0000	[##......................] benchmark.NoBench	2.99GB/29.7GB (10.1%)
2021-11-10T08:15:54.524+0000	[##......................] benchmark.NoBench	3.00GB/29.7GB (10.1%)
2021-11-10T08:15:57.532+0000	[##......................] benchmark.NoBench	3.02GB/29.7GB (10.2%)
2021-11-10T08:16:00.519+0000	[##......................] benchmark.NoBench	3.03GB/29.7GB (10.2%)
2021-11-10T08:16:03.520+0000	[##......................] benchmark.NoBench	3.05GB/29.7GB (10.3%)
2021-11-10T08:16:06.520+0000	[##......................] benchmark.NoBench	3.07GB/29.7GB (10.3%)
2021-11-10T08:16:09.520+0000	[##......................] benchmark.NoBench	3.08GB/29.7GB (10.4%)
2021-11-10T08:16:12.521+0000	[##......................] benchmark.NoBench	3.10GB/29.7GB (10.4%)
2021-11-10T08:16:15.520+0000	[##......................] benchmark.NoBench	3.12GB/29.7GB (10.5%)
2021-11-10T08:16:18.519+0000	[##......................] benchmark.NoBench	3.13GB/29.7GB (10.6%)
2021-11-10T08:16:21.520+0000	[##......................] benchmark.NoBench	3.15GB/29.7GB (10.6%)
2021-11-10T08:16:24.520+0000	[##......................] benchmark.NoBench	3.17GB/29.7GB (10.7%)
2021-11-10T08:16:27.519+0000	[##......................] benchmark.NoBench	3.18GB/29.7GB (10.7%)
2021-11-10T08:16:30.520+0000	[##......................] benchmark.NoBench	3.20GB/29.7GB (10.8%)
2021-11-10T08:16:33.520+0000	[##......................] benchmark.NoBench	3.22GB/29.7GB (10.8%)
2021-11-10T08:16:36.519+0000	[##......................] benchmark.NoBench	3.23GB/29.7GB (10.9%)
2021-11-10T08:16:39.520+0000	[##......................] benchmark.NoBench	3.25GB/29.7GB (10.9%)
2021-11-10T08:16:42.519+0000	[##......................] benchmark.NoBench	3.26GB/29.7GB (11.0%)
2021-11-10T08:16:45.521+0000	[##......................] benchmark.NoBench	3.28GB/29.7GB (11.0%)
2021-11-10T08:16:48.520+0000	[##......................] benchmark.NoBench	3.29GB/29.7GB (11.1%)
2021-11-10T08:16:51.519+0000	[##......................] benchmark.NoBench	3.31GB/29.7GB (11.1%)
2021-11-10T08:16:54.520+0000	[##......................] benchmark.NoBench	3.32GB/29.7GB (11.2%)
2021-11-10T08:16:57.520+0000	[##......................] benchmark.NoBench	3.34GB/29.7GB (11.3%)
2021-11-10T08:17:00.520+0000	[##......................] benchmark.NoBench	3.36GB/29.7GB (11.3%)
2021-11-10T08:17:03.519+0000	[##......................] benchmark.NoBench	3.37GB/29.7GB (11.4%)
2021-11-10T08:17:06.519+0000	[##......................] benchmark.NoBench	3.39GB/29.7GB (11.4%)
2021-11-10T08:17:09.520+0000	[##......................] benchmark.NoBench	3.41GB/29.7GB (11.5%)
2021-11-10T08:17:12.519+0000	[##......................] benchmark.NoBench	3.42GB/29.7GB (11.5%)
2021-11-10T08:17:15.519+0000	[##......................] benchmark.NoBench	3.44GB/29.7GB (11.6%)
2021-11-10T08:17:18.520+0000	[##......................] benchmark.NoBench	3.45GB/29.7GB (11.6%)
2021-11-10T08:17:21.519+0000	[##......................] benchmark.NoBench	3.47GB/29.7GB (11.7%)
2021-11-10T08:17:24.519+0000	[##......................] benchmark.NoBench	3.49GB/29.7GB (11.8%)
2021-11-10T08:17:27.519+0000	[##......................] benchmark.NoBench	3.50GB/29.7GB (11.8%)
2021-11-10T08:17:30.519+0000	[##......................] benchmark.NoBench	3.52GB/29.7GB (11.9%)
2021-11-10T08:17:33.520+0000	[##......................] benchmark.NoBench	3.54GB/29.7GB (11.9%)
2021-11-10T08:17:36.521+0000	[##......................] benchmark.NoBench	3.55GB/29.7GB (12.0%)
2021-11-10T08:17:39.520+0000	[##......................] benchmark.NoBench	3.57GB/29.7GB (12.0%)
2021-11-10T08:17:42.519+0000	[##......................] benchmark.NoBench	3.58GB/29.7GB (12.1%)
2021-11-10T08:17:45.520+0000	[##......................] benchmark.NoBench	3.60GB/29.7GB (12.1%)
2021-11-10T08:17:48.519+0000	[##......................] benchmark.NoBench	3.62GB/29.7GB (12.2%)
2021-11-10T08:17:51.520+0000	[##......................] benchmark.NoBench	3.63GB/29.7GB (12.2%)
2021-11-10T08:17:54.520+0000	[##......................] benchmark.NoBench	3.65GB/29.7GB (12.3%)
2021-11-10T08:17:57.519+0000	[##......................] benchmark.NoBench	3.66GB/29.7GB (12.3%)
2021-11-10T08:18:00.520+0000	[##......................] benchmark.NoBench	3.68GB/29.7GB (12.4%)
2021-11-10T08:18:03.520+0000	[##......................] benchmark.NoBench	3.70GB/29.7GB (12.5%)
2021-11-10T08:18:06.519+0000	[###.....................] benchmark.NoBench	3.71GB/29.7GB (12.5%)
2021-11-10T08:18:09.519+0000	[###.....................] benchmark.NoBench	3.73GB/29.7GB (12.6%)
2021-11-10T08:18:12.520+0000	[###.....................] benchmark.NoBench	3.74GB/29.7GB (12.6%)
2021-11-10T08:18:15.520+0000	[###.....................] benchmark.NoBench	3.76GB/29.7GB (12.7%)
2021-11-10T08:18:18.519+0000	[###.....................] benchmark.NoBench	3.77GB/29.7GB (12.7%)
2021-11-10T08:18:21.519+0000	[###.....................] benchmark.NoBench	3.79GB/29.7GB (12.8%)
2021-11-10T08:18:24.520+0000	[###.....................] benchmark.NoBench	3.81GB/29.7GB (12.8%)
2021-11-10T08:18:27.522+0000	[###.....................] benchmark.NoBench	3.82GB/29.7GB (12.9%)
2021-11-10T08:18:30.521+0000	[###.....................] benchmark.NoBench	3.84GB/29.7GB (12.9%)
2021-11-10T08:18:33.520+0000	[###.....................] benchmark.NoBench	3.86GB/29.7GB (13.0%)
2021-11-10T08:18:36.519+0000	[###.....................] benchmark.NoBench	3.87GB/29.7GB (13.1%)
2021-11-10T08:18:39.519+0000	[###.....................] benchmark.NoBench	3.89GB/29.7GB (13.1%)
2021-11-10T08:18:42.519+0000	[###.....................] benchmark.NoBench	3.91GB/29.7GB (13.2%)
2021-11-10T08:18:45.520+0000	[###.....................] benchmark.NoBench	3.92GB/29.7GB (13.2%)
2021-11-10T08:18:48.520+0000	[###.....................] benchmark.NoBench	3.94GB/29.7GB (13.3%)
2021-11-10T08:18:51.519+0000	[###.....................] benchmark.NoBench	3.95GB/29.7GB (13.3%)
2021-11-10T08:18:54.522+0000	[###.....................] benchmark.NoBench	3.97GB/29.7GB (13.4%)
